bill,year,date_intro,title,act,sector
S.173,2012,1/3/12,An act relating to simplifying the formation of business start-ups,,
H.420,2017,2/23/17,An act relating to site management practices for solar siting,,
H.776,2018,1/31/18,An act relating to site-neutral reimbursement for physical therapists,,
H.358,2015,2/27/15,An act relating to siting and decommissioning of solar generation facilities,,
H.199,2015,2/11/15,An act relating to siting approvals for energy facilities,,
S.16,2015,1/14/15,An act relating to siting charges for energy transmission facilities,,
H.338,2017,2/21/17,An act relating to siting jurisdiction for temporary meteorological stations,,
S.63,2017,2/2/17,An act relating to siting jurisdiction for temporary meteorological stations,,
H.312,2013,2/20/13,An act relating to siting of electric generation facilities,,
H.313,2013,2/20/13,An act relating to siting of electric generation facilities,,
H.245,2013,2/12/13,An act relating to siting of electric generation plants,,
S.292,2014,1/7/14,An act relating to siting of energy facilities,,
S.191,2016,1/5/16,An act relating to siting of wind generation facilities,,
S.204,2016,1/5/16,An act relating to siting renewable electric generation,,
S.201,2014,1/7/14,An act relating to siting review by the Public Service Board,,
H.393,2011,3/8/11,An act relating to slot limits and closed seasons for the taking of fish on the Winooski River,,
H.162,2015,2/10/15,An act relating to slow-moving vehicles,,
H.79,2017,1/19/17,An act relating to slow-moving vehicles,,
H.325,2011,2/24/11,An act relating to small claims procedures,,
S.85,2011,3/8/11,An act relating to small claims procedures,,
H.224,2011,2/10/11,An act relating to small condominiums,,
H.191,2015,2/10/15,An act relating to Small School Competitive Grants Programs,,
H.460,2017,2/24/17,An act relating to small school grants,,
S.62,2013,1/29/13,An act relating to smart meters,,
S.259,2016,1/5/16,An act relating to smoke-free rental housing,,
H.579,2014,1/10/14,An act relating to smoking at State-operated health care facilities,,
H.416,2015,3/10/15,An act relating to smoking outside places of public access,,
H.701,2014,1/24/14,An act relating to snow tires on rental cars,,
H.447,2011,3/30/11,An act relating to snowmobile operation and proof of liability insurance,,
H.167,2013,2/5/13,An act relating to snowmobile registration proceeds and law enforcement,,
S.219,2014,1/7/14,An act relating to sober houses,,
H.473,2017,2/24/17,An act relating to socially responsible business considerations in the State procurement process,,
H.634,2016,1/26/16,An act relating to solar generation and renewable energy credits,,
H.683,2018,1/23/18,An act relating to solar generation and renewable energy credits,,
H.360,2015,2/27/15,An act relating to solar generation facilities and primary agricultural soils,,
H.659,2014,1/22/14,An act relating to solemnization of a marriage among Native American Indian Tribes,,
H.493,2015,3/27/15,An act relating to solid waste management,,
S.39,2015,1/23/15,An act relating to solid waste management,,
H.837,2018,2/1/18,An act relating to solid waste management,,
H.74,2011,1/20/11,An act relating to solid waste management and recycling,,
S.21,2011,1/21/11,An act relating to solid waste management and recycling,,
H.173,2017,2/2/17,An act relating to solid waste management of beverage containers,,
H.148,2017,1/27/17,An act relating to special annual overweight permits for truck combinations with six or more axles,,
H.168,2017,2/1/17,An act relating to special education reimbursement and weighted long-term membership,,
S.249,2018,1/3/18,An act relating to special investigative unit funding,,
H.63,2017,1/18/17,An act relating to special license plates for municipal law enforcement vehicles,,
H.742,2018,1/30/18,An act relating to special licenses for domestic pets and wolf-hybrids,,
H.183,2013,2/5/13,An act relating to speed limits on town highways,,
H.195,2011,2/8/11,An act relating to spending authorization and appropriations for resurfacing VT Route 102,,
H.296,2015,2/24/15,An act relating to sport shooting ranges,,
S.203,2016,1/5/16,An act relating to sport shooting ranges and Act 250,,
H.414,2017,2/23/17,An act relating to spousal maintenance,,
H.363,2017,2/21/17,An act relating to spousal support guidelines,,
H.344,2013,2/22/13,An act relating to staff safety at inpatient psychiatric facilities,,
H.818,2016,1/29/16,An act relating to stalking,,
H.298,2011,2/22/11,An act relating to standardized ballots and vote tabulators,,
H.22,2013,1/15/13,An act relating to standardized ballots and vote tabulators,,
H.204,2017,2/7/17,An act relating to standards for the care of domestic pets,,
S.124,2013,2/21/13,An act relating to state authority to regulate firearms possessed or manufactured in Vermont,,
S.229,2018,1/3/18,An act relating to State Board of Education approval of independent schools,,
H.364,2017,2/22/17,An act relating to State collection of electronic data and metadata,,
H.370,2011,3/8/11,An act relating to state contracts for engineering and architectural design services,,
H.748,2018,1/30/18,"An act relating to State designations and electronic filing of proposed plans, plan amendments, and bylaws under Title 24",,
H.852,2016,2/24/16,An act relating to State lands,,
H.859,2014,2/4/14,An act relating to State liability for inaccurate health coverage information,,
S.63,2011,2/11/11,An act relating to state purchasing from local and socially responsible businesses,,
H.173,2015,2/10/15,An act relating to State regulation of rent-to-own agreements for merchandise,,
H.96,2013,1/29/13,An act relating to state regulation of the retail propane industry,,
H.117,2013,1/29/13,An act relating to state regulation of the retail propane industry,,
H.126,2015,2/5/15,An act relating to State regulation of the retail propane industry,,
H.730,2018,1/30/18,An act relating to State response to waters in crisis,,
H.659,2012,1/31/12,An act relating to state website auditing,,
H.868,2014,2/28/14,An act relating to statewide education property taxes,,
H.443,2017,2/23/17,An act relating to statewide professional regulation standards for the licensure of applicants with criminal conviction histories,,
H.409,2013,2/28/13,An act relating to stock supply and emergency administration of epinephrine auto-injectors in schools,,
H.725,2014,1/28/14,An act relating to stone masonry and stone wall design standards,,
H.250,2013,2/12/13,An act relating to stormwater offset projects on primary agricultural soils,,
H.134,2013,2/1/13,An act relating to stormwater permits for telecommunications facilities,,
H.769,2016,1/28/16,An act relating to strategies to reduce the incarcerated population,,
H.482,2012,1/4/12,An act relating to stream alteration,,
H.87,2017,1/19/17,An act relating to strengthening the role of municipal and regional recommendations in energy siting,,
H.801,2018,2/1/18,An act relating to strict liability for damages caused by domestic dogs,,
H.56,2015,1/23/15,An act relating to strict liability for dog owners,,
H.550,2016,1/13/16,An act relating to structured settlements,,
H.604,2012,1/26/12,An act relating to student athletes with suspected head injuries,,
S.194,2016,1/5/16,An act relating to student expulsion and suspension as a last resort,,
H.767,2012,3/14/12,An act relating to student loan forgiveness,,
H.28,2015,1/20/15,An act relating to students' right to opt out of computer usage,,
H.322,2013,2/21/13,An act relating to studying the siting of wind electric generation in lakes,,
H.381,2011,3/8/11,An act relating to studying the tax consequences of public funding of postsecondary tuition,,
H.135,2017,1/26/17,An act relating to subcommittee meetings under the Open Meeting Law,,
H.250,2011,2/15/11,An act relating to submetered electric service,,
S.72,2011,2/17/11,An act relating to submetered electric service,,
H.298,2013,2/19/13,An act relating to submetered electric service,,
H.182,2015,2/10/15,An act relating to submitting a false claim to the State,,
H.160,2013,2/5/13,An act relating to substance abuse testing and treatment for recipients of public assistance,,
S.300,2014,1/7/14,An act relating to substance abuse testing and treatment for recipients of public assistance,,
H.309,2017,2/17/17,An act relating to substitution of epinephrine autoinjector devices,,
S.254,2018,1/3/18,An act relating to subsurface tile drainage,,
H.100,2017,1/20/17,An act relating to sudden cardiac arrest prevention during school athletic activities,,
S.106,2015,2/20/15,An act relating to supervision of public utilities,,
H.267,2015,2/20/15,An act relating to supervisory union assessments and ballot language,,
H.551,2016,1/13/16,An act relating to supporting employee ownership of Vermont businesses,,
H.481,2015,3/13/15,An act relating to supporting health care initiatives and establishing payroll and sugar-sweetened beverage taxes,,
H.619,2012,1/27/12,An act relating to supporting manufacturing and industry,,
H.286,2013,2/19/13,An act relating to supporting manufacturing and industry,,
S.139,2013,2/26/13,An act relating to supporting manufacturing and industry,,
H.133,2015,2/6/15,An act relating to supporting the green manufacture in Vermont of microbead alternatives,,
H.208,2015,2/12/15,An act relating to surrogate decision making for DNR/COLST,,
H.567,2014,1/9/14,An act relating to surrogate decision making for DNR/COLST and hospice care,,
H.673,2012,1/31/12,An act relating to surrogate decision-making,,
H.590,2016,1/20/16,An act relating to survivor benefits for law enforcement officers,,
H.84,2017,1/19/17,An act relating to survivor benefits for law enforcement officers,,
S.187,2016,1/5/16,An act relating to suspending public officials with pay by legislative bodies,,
H.866,2018,2/6/18,An act relating to suspicion-based drug testing in the Reach Up program,,
S.120,2015,2/27/15,An act relating to suspicion-based substance abuse testing and treatment for recipients of public assistance,,
H.695,2016,1/27/16,An act relating to suspicion-based substance abuse testing and treatment for recipients of TANF,,
H.500,2017,3/14/17,An act relating to suspicion-based substance use disorder testing and treatment for recipients of TANF,,
H.314,2017,2/17/17,An act relating to symptom relief for Alzheimer's disease,,
H.791,2012,4/5/12,"An act relating to tax expenditures for nonprofits, charitable organizations, and miscellaneous tax expenditures, as presented in the tax expenditure budget for 2012",,
H.842,2014,2/4/14,An act relating to tax incentives for the Windham region,,
H.387,2011,3/8/11,An act relating to tax increment financing,,
H.480,2013,3/12/13,An act relating to tax increment financing districts,,
H.548,2018,1/3/18,An act relating to tax increment financing districts,,
H.243,2011,2/15/11,An act relating to tax reform recommendations of the Vermont Blue Ribbon Tax Structure Commission,,
H.637,2012,1/31/12,An act relating to tax-exempt property owned by the Vermont Housing Finance Agency,,
H.918,2018,3/2/18,An act relating to taxation of aircraft fuel,,
S.97,2015,2/18/15,An act relating to taxation of prewritten software,,
H.358,2013,2/26/13,An act relating to teacher education programs,,
H.697,2012,1/31/12,"An act relating to teacher quality, teacher assessments, and the state teachers' retirement system of Vermont",,
H.409,2017,2/23/17,An act relating to teacher's health care premium cost share,,
H.435,2013,3/1/13,An act relating to teaching the history of organized labor and the collective bargaining process,,
H.640,2014,1/21/14,An act relating to technical corrections,,
H.329,2011,2/24/11,An act relating to technical corrections to the workers' compensation statutes,,
H.740,2016,1/28/16,An act relating to technical revisions to probation,,
H.108,2013,1/29/13,An act relating to technical school attendance in another state,,
H.870,2016,3/16/16,An act relating to telecommunications,,
H.392,2017,2/22/17,An act relating to telecommunications service providers and State policy and planning,,
H.689,2014,1/24/14,An act relating to telecommuting,,
H.272,2013,2/14/13,An act relating to telemedicine services delivered outside a health care facility,,
H.565,2018,1/5/18,An act relating to temporary care orders,,
H.624,2014,1/17/14,An act relating to temporary employees,,
H.576,2012,1/20/12,An act relating to termination of a tenancy for nonpayment of rent,,
S.185,2016,1/5/16,An act relating to termination of parental rights,,
H.617,2018,1/12/18,"An act relating to testing for bloodborne pathogen-related illnesses after possible transmission to health care, safety, or emergency personnel",,
H.146,2017,1/27/17,An act relating to tests to determine the blood alcohol content of a motor vehicle operator,,
H.733,2016,1/28/16,An act relating to the ability of a school district to pay tuition to other schools,,
H.33,2013,1/17/13,An act relating to the acceptable management practices for timber harvesting,,
S.219,2018,1/3/18,An act relating to the accumulation of microplastics in the waters and environment of the State,,
H.505,2017,3/21/17,An act relating to the addition of a special education factor to the weighting factors used to determine equalized pupil counts,,
H.264,2013,2/13/13,An act relating to the Adjutant General,,
H.454,2011,4/19/11,An act relating to the administration and issuance of vital records,,
H.879,2018,2/6/18,An act relating to the administration of federally funded workforce education and training programs,,
S.142,2013,2/27/13,An act relating to the administration of immunizations by pharmacists,,
S.117,2015,2/25/15,An act relating to the administration of immunizations by pharmacists,,
S.71,2017,2/7/17,An act relating to the administration of immunizations by pharmacists,,
S.223,2018,1/3/18,An act relating to the administration of intravenous prescription drugs to cancer patients through local physician practices,,
S.216,2018,1/3/18,An act relating to the administration of Vermont's Medical Marijuana Registry,,
S.209,2018,1/3/18,An act relating to the admissibility of a child's hearsay statements in a proceeding before the Human Services Board,,
H.794,2018,1/31/18,An act relating to the adoption of ethnic studies standards into statewide educational standards and a policy on ethnic and social equity in schools by public schools and approved independent schools,,
S.39,2013,1/18/13,An act relating to the adoption of local option taxes,,
H.327,2013,2/21/13,An act relating to the adoption of rules to limit unnecessary idling of motor vehicles,,
H.762,2014,1/30/14,An act relating to the Adverse Childhood Experience Questionnaire,,
H.827,2016,1/29/16,"An act relating to the Agency of Agriculture, Food and Markets establishing a universal meals pilot project under the Farm-to-School Program",,
S.202,2016,1/5/16,"An act relating to the Agency of Agriculture, Food and Markets establishing a universal meals pilot project under the Farm-to-School Program",,
S.107,2015,2/24/15,An act relating to the Agency of Health Care Administration,,
H.130,2011,1/27/11,An act relating to the agency of natural resources' delegated authority to enforce the federal Clean Water Act,,
H.103,2011,1/25/11,An act relating to the Agreement Among the States to Elect the President by National Popular Vote,,
H.485,2015,3/17/15,An act relating to the Agricultural and Rural Heritage Special Fund,,
H.66,2013,1/24/13,An act relating to the allocation of revenue raised from break-open tickets,,
H.362,2011,3/8/11,An act relating to the amount of surplus funds a school district may deposit into one or more reserve funds,,
S.41,2011,2/1/11,An act relating to the animal abuse registry,,
H.420,2013,2/28/13,An act relating to the annual assessment for home health agencies,,
H.453,2011,4/13/11,An act relating to the annual tax expenditure budget,,
H.577,2018,1/9/18,An act relating to the annual town meeting of the unified towns and gores of Essex County and to the appraisers and supervisors of all unorganized towns and gores,,
H.15,2011,1/11/11,An act relating to the application of fertilizers to nonagricultural turf,,
S.265,2014,1/7/14,An act relating to the application of foreign law in the State of Vermont,,
H.218,2013,2/7/13,An act relating to the application of the public trust doctrine to rivers and streams,,
H.715,2014,1/28/14,An act relating to the appointment of an attorney for a child in abuse prevention proceedings,,
H.67,2011,1/20/11,An act relating to the appraisal of land with recreational trails,,
H.716,2012,2/1/12,An act relating to the appraisal of nonrental residential property,,
H.624,2016,1/22/16,An act relating to the appraisal of open land under the Use Value Appraisal Program,,
H.833,2014,2/4/14,An act relating to the appraisal value of owner-occupied housing subject to a housing subsidy covenant or other legal restriction,,
H.301,2017,2/17/17,An act relating to the assessment of high school student performance,,
H.688,2012,1/31/12,An act relating to the assessment of new teachers,,
H.178,2015,2/10/15,An act relating to the assessment of residential property values near the Burlington Airport,,
S.307,2014,1/7/14,An act relating to the assessment of Vermont's public benefit structure,,
H.176,2017,2/2/17,An act relating to the assessment of Vermont's public benefit structure,,
S.47,2017,1/26/17,An act relating to the assessment of Vermont's public benefit structure,,
H.680,2016,1/27/16,An act relating to the assignment of payment for dental benefits,,
S.54,2015,1/30/15,An act relating to the assignment of payment for dental benefits,,
S.209,2016,1/5/16,An act relating to the Attorney General and ratepayer advocacy,,
H.530,2012,1/13/12,An act relating to the authority of a jury,,
S.249,2016,1/5/16,An act relating to the authority of a unified union school district meeting certain conditions to operate a school and pay tuition,,
S.80,2017,2/9/17,An act relating to the authority of correctional officers to carry firearms,,
S.212,2012,1/3/12,An act relating to the authority of fire district voters to overrule a decision of a prudential committee,,
H.470,2015,3/10/15,An act relating to the authority of municipalities to regulate town highways,,
H.920,2018,3/13/18,An act relating to the authority of the Agency of Digital Services,,
H.891,2014,4/8/14,"An act relating to the authority of the Secretary of Agriculture, Food and Markets to respond to and remediate potential public health hazards",,
S.296,2018,1/12/18,An act relating to the Automated Vehicle Inspection Program,,
S.80,2011,2/24/11,An act relating to the availability of information regarding a stock sale of assets in Vermont,,
H.349,2015,2/27/15,An act relating to the award of attorney's fees in environmental actions,,
H.106,2015,2/3/15,An act relating to the Battle of Bennington Flag,,
S.176,2012,1/3/12,An act relating to the beverage container deposit-redemption system,,
S.65,2013,1/30/13,An act relating to the beverage container redemption system,,
H.104,2015,2/3/15,An act relating to the beverage container redemption system,,
S.32,2015,1/22/15,An act relating to the beverage container redemption system,,
S.28,2017,1/13/17,An act relating to the beverage container redemption system,,
H.439,2011,3/22/11,An act relating to the bill-back authority of the department of public service and the public service board,,
H.763,2012,3/1/12,An act relating to the billing and collection of the statewide education property tax by the department of taxes,,
S.243,2018,1/3/18,An act relating to the Board of Medical Practice and reporting of professional disciplinary actions,,
H.787,2016,1/28/16,An act relating to the budget process of a communications union district,,
H.536,2016,1/12/16,An act relating to the burden of proof for reduction of murder charge to manslaughter,,
H.547,2016,1/13/16,An act relating to the bylaws of a cooperative insurance corporation,,
H.49,2011,1/14/11,An act relating to the calculation of household income for purposes of income sensitivity,,
H.714,2018,1/25/18,An act relating to the calculation of income for purposes of the homestead property tax income sensitivity adjustment and renter rebate,,
S.12,2015,1/14/15,An act relating to the charging of fees for removing booking photographs from the Internet,,
H.702,2018,1/25/18,An act relating to the Child Poverty Advisory Council,,
S.158,2018,1/3/18,An act relating to the Child Protection Registry,,
H.660,2014,1/22/14,An act relating to the civil commitment of sexually violent predators,,
H.119,2017,1/24/17,An act relating to the classification of employees and independent contractors,,
H.323,2017,2/17/17,An act relating to the classification of employees and independent contractors,,
S.141,2017,3/28/17,An act relating to the classification of employees and independent contractors,,
H.456,2011,4/19/11,An act relating to the clean energy development fund and solar energy tax credits,,
H.704,2016,1/28/16,An act relating to the clerk of the Public Service Board and energy-siting recommendations,,
H.214,2011,2/9/11,An act relating to the collection and disposal of mercury-containing lamps,,
H.36,2015,1/21/15,An act relating to the collection and recycling of waste motor vehicle tires,,
H.551,2014,1/7/14,An act relating to the collection of child support,,
S.229,2014,1/7/14,An act relating to the collection of mandated recyclables,,
H.269,2017,2/14/17,An act relating to the collection of recycling of waste motor vehicle tires,,
H.653,2014,1/21/14,An act relating to the collection of tax penalties,,
H.43,2013,1/18/13,An act relating to the Commission on Fatherhood,,
H.619,2016,1/22/16,An act relating to the Commissioner of Financial Regulation and information-sharing agreements,,
H.572,2016,1/15/16,An act relating to the Commissioner of Liquor Control and liquor control investigators,,
H.526,2016,1/7/16,An act relating to the Commissioner of Liquor Control and the Liquor Control Board,,
S.251,2016,1/5/16,An act relating to the Commissioner of Liquor Control and the Liquor Control Board,,
H.141,2013,2/1/13,An act relating to the compensation of the members of the district environmental commissions,,
S.209,2014,1/7/14,An act relating to the complete streets laws,,
H.851,2016,2/24/16,An act relating to the conduct of forestry operations,,
H.665,2016,1/27/16,An act relating to the confidentiality of archeological site location information,,
H.473,2012,1/3/12,An act relating to the confidentiality of pension records of a retired state employee,,
H.710,2016,1/28/16,An act relating to the Connectivity Initiative and broadband access at public schools,,
H.61,2011,1/18/11,An act relating to the consolidation of supervisory unions,,
H.752,2018,1/30/18,"An act relating to the constitutional qualifications to be a ""candidate""",,
H.842,2016,1/29/16,An act relating to the Consumer Credit Docket Efficiency and Savings Study Committee,,
H.415,2013,2/28/13,An act relating to the continued mission of the Vermont Telecommunications Authority,,
H.409,2011,3/8/11,An act relating to the control of invasive plant species,,
H.94,2011,1/25/11,An act relating to the corporate minimum tax,,
H.510,2017,3/21/17,An act relating to the cost share for State agricultural water quality financial assistance grants,,
H.810,2014,1/31/14,An act relating to the creation and administration of the Cemetery Vandalism Fund,,
H.48,2015,1/23/15,An act relating to the creation of a committee to study the salary schedules for deputy sheriffs,,
H.528,2016,1/8/16,An act relating to the creation of a fund for fish and wildlife access areas,,
H.112,2011,1/27/11,An act relating to the creation of a one-percent income tax credit for emergency medical personnel or volunteer firefighters,,
H.388,2011,3/8/11,An act relating to the creation of a task force to evaluate long-term care service needs of Vermont veterans,,
H.80,2013,1/24/13,An act relating to the creation of a tax increment financing district,,
H.215,2017,2/8/17,An act relating to the creation of a tax increment financing district in Bennington,,
S.119,2017,3/14/17,An act relating to the creation of a tax increment financing district in Bennington,,
H.457,2017,2/24/17,An act relating to the creation of a tax increment financing district in Shelburne,,
H.792,2018,1/31/18,An act relating to the creation of a tuition-free scholarship program for Vermont students,,
S.231,2018,1/3/18,An act relating to the creation of a tuition-free scholarship program for Vermont students,,
H.761,2014,1/30/14,An act relating to the creation of a Vulnerable Adult Fatality Review Team,,
H.46,2015,1/22/15,An act relating to the creation of a Vulnerable Adult Fatality Review Team,,
H.242,2011,2/15/11,An act relating to the creation of an advisory council on organ and tissue donations and transplants,,
H.228,2011,2/11/11,An act relating to the creation of an early care and education task force,,
H.606,2012,1/26/12,An act relating to the creation of an independent office of taxpayer appeals,,
H.343,2013,2/22/13,An act relating to the creation of an Office of the Ratepayer Advocate,,
H.146,2013,2/1/13,"An act relating to the creation of an official sign for posting land to prohibit the taking of game, wild animals, and fish",,
H.143,2015,2/6/15,An act relating to the creation of Cooperative Regional Education Authorities,,
H.353,2015,2/27/15,An act relating to the creation of municipal telecommunications districts,,
H.855,2018,2/2/18,An act relating to the creation of the Grow Vermont Categorical Grant Fund,,
H.792,2014,1/31/14,An act relating to the creation of the Legislative Confidential Government Oversight Committee,,
H.99,2015,1/30/15,An act relating to the creation of the Legislative State Employee Compensation Oversight Committee,,
H.541,2017,6/21/17,An act relating to the creation of the Massachusetts-Vermont Interstate School Compact to facilitate the formation of interstate school districts between the Commonwealth of Massachusetts and the State of Vermont,,
H.544,2018,1/3/18,An act relating to the creation of the Meals on Wheels Fund,,
H.107,2015,2/3/15,An act relating to the creation of the Office of the Landowner Advocate,,
H.774,2016,1/28/16,An act relating to the creation of the Reintegration Services Study Committee,,
H.132,2011,1/28/11,An act relating to the creation of the Vermont Health Care False Claims Act,,
S.109,2011,4/15/11,An act relating to the creation of the Vermont Health Insurance Corporation,,
H.729,2018,1/30/18,An act relating to the creation of the Vermont Water Resources Board,,
H.543,2018,1/3/18,An act relating to the creation of the Women's Health Stabilization Fund,,
H.674,2014,1/23/14,An act relating to the decriminalization of various offenses,,
H.281,2015,2/24/15,An act relating to the dedication of the Bennington Welcome Center to former U.S. Senator Jim Jeffords,,
S.104,2015,2/20/15,An act relating to the dedication of the Bennington Welcome Center to former U.S. Senator Jim Jeffords,,
H.303,2015,2/25/15,An act relating to the dedication of the Newport State Airport,,
S.251,2014,1/7/14,An act relating to the deferral of property taxes for taxpayers 65 years of age and over,,
S.219,2016,1/5/16,An act relating to the deferral of property taxes for taxpayers 65 years of age or older,,
S.231,2012,1/3/12,An act relating to the deferral of property taxes for taxpayers age 65 and over,,
H.454,2015,3/10/15,"An act relating to the definition of ""blighted area""",,
H.627,2016,1/22/16,"An act relating to the definition of ""excess spending"" for allowable growth calculation",,
H.68,2017,1/18/17,"An act relating to the definition of ""resident"" in the motor vehicle laws",,
H.641,2016,1/26/16,An act relating to the definition of consent,,
H.561,2012,1/19/12,An act relating to the definition of domicile in Vermont's tax laws,,
H.202,2013,2/6/13,An act relating to the definition of farming for purposes of the Use Value Program,,
H.118,2015,2/4/15,An act relating to the definition of household income,,
S.146,2012,1/3/12,An act relating to the definition of independent contractor,,
H.555,2012,1/17/12,An act relating to the definition of line of duty in the workers' compensation statutes,,
S.152,2012,1/3/12,An act relating to the definition of line of duty in the workers' compensation statutes,,
H.472,2012,1/3/12,An act relating to the definition of natural persons,,
H.733,2018,1/30/18,An act relating to the definition of prostitution,,
S.176,2018,1/3/18,An act relating to the definition of the term plant used for renewable energy programs,,
H.417,2011,3/8/11,An act relating to the definition of unidentified corridors and access to Class 4 town highways,,
H.740,2018,1/30/18,An act relating to the delivery of cigars purchased over the Internet or by mail or telephone,,
H.203,2013,2/6/13,An act relating to the Department of Financial Regulation,,
H.525,2017,4/11/17,An act relating to the Department of Liquor Control and the State Lottery,,
H.718,2012,2/1/12,An act relating to the department of public service and the public service board,,
H.10,2011,1/11/11,An act relating to the design and inspection of sport shooting ranges,,
H.479,2013,3/12/13,An act relating to the design and operation of composting toilets,,
H.61,2017,1/17/17,An act relating to the designation of heritage trout waters,,
H.156,2015,2/6/15,An act relating to the designation of more than one high school,,
H.439,2017,2/23/17,An act relating to the determination of weighted long-term membership of school districts,,
S.33,2011,1/28/11,An act relating to the development and permitting of hydroelectric projects,,
H.442,2013,3/1/13,An act relating to the development of microhydroelectric projects in Vermont,,
S.182,2016,1/5/16,An act relating to the disclosure of a grand jury decision involving actions committed by a law enforcement officer,,
H.537,2016,1/12/16,An act relating to the disclosure of information to landlords,,
S.132,2017,3/21/17,An act relating to the disclosure of lobbyist employer membership,,
S.18,2011,1/14/11,An act relating to the disclosure of tax administration information to tax representatives,,
H.609,2012,1/26/12,An act relating to the disparity between cocaine and crack cocaine,,
H.16,2017,1/10/17,An act relating to the display of license plates on pleasure cars,,
H.591,2016,1/20/16,An act relating to the display of year of manufacture license plates,,
H.584,2018,1/9/18,An act relating to the disproportionate share hospital payment formula,,
H.467,2015,3/10/15,An act relating to the dissemination of adoption information materials at health care facilities,,
H.276,2011,2/17/11,An act relating to the dissolution of a civil union when the parties are married to one another and intend to continue the marriage,,
H.633,2016,1/26/16,An act relating to the distributed renewable generation category of the Renewable Energy Standard,,
H.19,2013,1/15/13,An act relating to the Domestic and Sexual Violence Survivors' Transitional Employment Program,,
H.301,2015,2/24/15,An act relating to the donation of prepared foods,,
H.532,2013,3/29/13,An act relating to the downtown and village center tax credits,,
H.306,2011,2/22/11,An act relating to the duties of secondhand jewelry and coin dealers,,
H.558,2018,1/3/18,An act relating to the economic benefits of the energy efficiency charge,,
H.840,2016,1/29/16,An act relating to the Education Fund Outlook,,
H.754,2012,2/7/12,An act relating to the education property tax rate and base education amount for fiscal year 2013,,
H.807,2018,2/1/18,An act relating to the education spending calculation for the Town of East Montpelier,,
H.185,2017,2/2/17,An act relating to the efficient operation of air conditioners and heating systems at retail establishments,,
H.803,2014,1/31/14,An act relating to the efficient operation of air conditioners at retail establishments,,
H.485,2017,2/24/17,An act relating to the eligibility of a new resident for a Vermont driver's license or permit,,
S.183,2018,1/3/18,An act relating to the eligibility of students attending approved independent schools that are parochial schools to be eligible for dual enrollment courses,,
H.521,2017,4/6/17,An act relating to the eligibility of teachers and administrative staff for retirement benefits following school closure,,
H.642,2014,1/21/14,An act relating to the elimination of a defendant's right to a trial by jury in traffic appeals,,
S.71,2011,2/17/11,An act relating to the elimination of legislators as members of the boards of trustees of the Vermont state colleges and the University of Vermont,,
H.60,2011,1/18/11,An act relating to the elimination of property tax adjustments based on income,,
H.98,2017,1/20/17,An act relating to the elimination of strikes and imposed terms in connection with collective bargaining for teachers' and school administrators' contracts and the formation of a task force,,
H.448,2017,2/23/17,An act relating to the elimination of tax and other incentives under Act 46,,
H.715,2012,2/1/12,An act relating to the elimination of the gap between Vermont's effective and marginal personal income tax rates,,
H.338,2011,2/25/11,An act relating to the energy efficiency charge,,
S.153,2018,1/3/18,An act relating to the energy transformation category of the Renewable Energy Standard,,
H.344,2011,2/25/11,An act relating to the erection of signs related to municipal identity or character,,
H.158,2011,2/3/11,An act relating to the establishment of a paint stewardship program,,
H.511,2016,1/5/16,An act relating to the establishment of speed limits on town highways,,
H.627,2014,1/17/14,An act relating to the establishment of the 10 Percent for Vermont Program,,
S.204,2014,1/7/14,An act relating to the establishment of the 10 Percent for Vermont Program,,
S.174,2014,1/7/14,An act relating to the evidentiary rules governing proceedings concerning a child or person with a mental illness or developmental disability who is a victim of an offense involving bodily injury or serious bodily injury,,
H.523,2016,1/7/16,"An act relating to the evidentiary rules governing proceedings concerning a child or person with a psychiatric, intellectual, or developmental disability who is a victim of an offense involving bodily injury or serious bodily injury",,
S.227,2016,1/5/16,"An act relating to the evidentiary rules governing proceedings concerning a child or person with a psychiatric, intellectual, or developmental disability who is a victim of an offense involving bodily injury or serious bodily injury",,
S.159,2018,1/3/18,"An act relating to the evidentiary rules governing proceedings concerning a child or person with a psychiatric, intellectual, or developmental disability who is a victim of an offense involving bodily injury or serious bodily injury",,
H.708,2018,1/25/18,An act relating to the examination of fatal opiate overdoses,,
H.667,2018,1/19/18,An act relating to the Exchange special enrollment period for pregnancy,,
S.174,2018,1/3/18,An act relating to the Exchange special enrollment period for pregnancy,,
S.246,2014,1/7/14,An act relating to the exemption for municipally owned lakeshore land in another town,,
H.586,2018,1/9/18,An act relating to the exemption for nonprofit organizations from the meals tax,,
H.1,2017,1/5/17,An act relating to the exemption from State taxation of Social Security payments,,
H.712,2018,1/25/18,An act relating to the exemption from the minimum wage for students,,
H.811,2014,1/31/14,An act relating to the exemption level for solar renewable energy plants,,
S.146,2015,4/9/15,An act relating to the exemption of materials needed to make tree bark mulch from Vermont's sales and use tax,,
H.398,2013,2/27/13,An act relating to the exemption of parent-child centers from municipal and education property taxes,,
S.147,2015,4/9/15,An act relating to the exemption tree bark mulch intended for resale from Vermont's sales and use tax,,
H.426,2015,3/10/15,An act relating to the expansion of raw milk sales,,
H.67,2017,1/18/17,An act relating to the expansion of the beverage container redemption system,,
H.727,2012,2/1/12,An act relating to the expansion of Vermont's bottle bill,,
H.375,2013,2/26/13,An act relating to the expansion of Vermont's bottle bill,,
H.346,2011,2/25/11,An act relating to the exploration of structural changes by supervisory unions with a superintendent vacancy,,
